,ev_city,ev_country,ev_state,latitude,longitude
2631,,,,35.1495343,-90.0489801
2632,,,,24.7135517,46.6752957
2633,,,,19.7297222,-155.09
2634,,,,33.5298282,-85.95080050000001
2635,,,,41.49932,-81.6943605
2636,,,,32.2987573,-90.1848103
2637,,,,18.1262854,-65.44009849999999
2640,,,,34.1808392,-118.3089661
2641,,,,36.1314831,-5.4608078
2643,,,,41.3503303,-83.1218634
2644,,,,67.72694430000001,-164.5333333
2645,,,,32.715738,-117.1610838
2646,,,,30.4635583,-86.5533382
2647,,,,61.0680556,-151.1369444
2648,,,,35.7873195,139.6583222
2649,,,,60.6124792,-165.0938553
2650,,,,4.646736499999999,7.9429421
2651,,,,60.7922222,-161.7558333
2652,,,,41.4409323,-71.8811827
2654,,,,-18.2240552,127.6682037
2655,,,,25.7616798,-80.1917902
2656,,,,48.687205,0.8128449999999999
2657,,,,54.8508333,-163.415
2658,,,,48.856614,2.3522219
2659,,,,12.865416,-85.207229
2660,,,,42.5037777,-88.73238429999999
2661,,,,39.7392358,-104.990251
2662,,,,33.5801103,-85.0766113
2663,,,,36.1626638,-86.7816016
2664,,,,49.6799613,9.0041618
2666,,,,44.3483072,-106.6989375
2667,,,,30.34132,-95.0854885
2668,,,,39.39401489999999,-119.732198
2669,,,,14.525556,-75.818333
2670,,,,61.13083330000001,-146.3483333
2671,,,,33.4483771,-112.0740373
2672,,,,19.173773,-96.1342241
2673,,,,60.2503016,29.5993133
2674,,,,60.8778979,-101.2750841
2675,,,,61.3888889,-149.4819444
2676,,,,39.0997265,-94.5785667
2677,,,,19.173773,-96.1342241
2678,,,,29.7843773,-92.15623860000001
2679,,,,61.2180556,-149.9002778
2680,,,,-1.2920659,36.8219462
2681,,,,39.3712092,-77.2308316
2683,,,,34.1954001,-82.1617883
2684,,,,42.2222614,-83.39659940000001
2685,,,,29.2787765,82.12783999999999
2686,,,,49.0502783,-121.9883143
2687,,,,34.0522342,-118.2436849
2688,,,,62.32090460000001,-150.1066221
2690,,,,56.59999999999999,-169.5416667
2691,,,,61.92410999999999,25.748151
2693,,,,64.18140989999999,-51.694138
2694,,,,38.0405837,-84.5037164
2695,,,,36.1626638,-86.7816016
2696,,,,48.7248452,-122.6863586
2697,,,,-16.9760003,11.6840589
2699,,,,37.4315734,-78.6568942
2700,,,,66.5655556,-152.6455556
2701,,,,40.5844369,-102.3024103
2702,,,,58.2161587,-153.0689922
2703,,,,-38.1421939,174.835571
2704,,,,44.0978509,-70.2311655
2705,,,,30.2240897,-92.0198427
2706,,,,28.5383355,-81.3792365
2707,,,,22.2335141,114.1695457
2708,,,,30.0367543,-84.336621
2709,,,,51.7520209,-1.2577263
2710,,,,42.866632,-106.313081
2711,,,,41.8847507,-88.2039607
2712,,,,18.4939059,-64.40228770000002
2713,,,,18.4655394,-66.1057355
2714,,,,38.2546373,-121.2999485
2715,,,,40.7674987,-73.833079
2716,,,,34.4208305,-119.6981901
2717,,,,40.702677,-73.7889689
2718,,,,-23.6893632,-46.7450524
2719,,,,-14.3106025,-170.7131255
2720,,,,41.8781136,-87.6297982
2721,,,,14.0722751,-87.19213599999999
2722,,,,20.8590307,-156.148795
2723,,,,22.2335141,114.1695457
2724,,,,21.3469444,-158.0858333
2725,,,,-16.9760003,11.6840589
2726,,,,60.55444439999999,-151.2583333
2727,,,,40.702677,-73.7889689
2728,,,,65.1019443,-157.6538889
2729,,,,28.5383355,-81.3792365
2730,,,,64.5011111,-165.4063889
2731,,,,41.49932,-81.6943605
2732,,,,39.8403147,-88.9548001
2733,,,,34.0606545,-86.76749799999999
2734,,,,40.2640578,-74.8181929
2735,,,,56.561684,-5.3587619
2736,,,,42.9633599,-85.6680863
2737,,,,49.4991381,-119.5937077
2738,,,,47.6587802,-117.4260466
2739,,,,40.735657,-74.1723667
2740,,,,14.5995124,120.9842195
2741,,,,43.0249592,-108.3801036
2742,,,,40.702677,-73.7889689
2743,,,,46.0038232,-112.5347776
2744,,,,44.9537029,-93.0899578
2745,,,,71.29055559999999,-156.7886111
2746,,,,62.435976,-114.4287193
2747,,,,-23.6221281,-46.5523766
2748,,,,21.0190145,-101.2573586
2749,,,,61.2180556,-149.9002778
2750,,,,18.4939059,-64.40228770000002
2751,,,,37.9374939,-107.8122852
2752,,,,18.5285163,-69.75961079999999
2753,,,,44.0682019,-114.7420408
2754,,,,30.4382559,-84.28073289999999
2755,,,,9.8635436,-65.8114772
2756,,,,20.8310422,-156.9302976
2757,,,,-8.1090524,-79.0215336
2758,,,,35.1495343,-90.0489801
2759,,,,61.555282,-149.1821212
2760,,,,62.96166669999999,-141.9372222
2761,,,,59.95985940000001,-162.8902926
2762,,,,45.45948629999999,-69.59058150000001
2763,,,,34.76759670000001,-89.44868939999999
2764,,,,61.13083330000001,-146.3483333
2765,,,,39.6477653,-104.9877597
2767,,,,34.7464809,-92.28959479999999
2768,,,,61.2180556,-149.9002778
2769,,,,41.58746439999999,-109.2029043
2770,,,,61.5385443,-160.3223028
2771,,,,39.0066993,-77.4291298
2772,,,,46.19325300000001,6.234158
2773,,,,42.9633599,-85.6680863
2774,,,,50.5187153,5.239665599999999
2775,,,,41.1188827,1.2444909
2776,,,,-34.2640176,-62.6994999
2778,,,,66.0488889,-154.2555556
2779,,,,34.1808392,-118.3089661
2780,,,,-0.9470831999999999,100.417181
2781,,,,36.1539816,-95.99277500000001
2782,,,,59.9736111,-154.8458333
2783,,,,45.6318707,-112.6844683
2784,,,,41.8781136,-87.6297982
2785,,,,35.1495343,-90.0489801
2786,,,,14.6371228,120.9663726
2787,,,,39.1910983,-106.8175387
2788,,,,58.21555559999999,-157.3758333
2789,,,,45.43838419999999,10.9916215
2790,,,,32.6118126,-116.707098
2791,,,,37.3382082,-121.8863286
2792,,,,9.9126704,-67.36145859999999
2793,,,,33.9137085,-98.4933873
2794,,,,44.6368563,-112.5919506
2795,,,,60.55444439999999,-151.2583333
2797,,,,47.0203769,11.4359803
2800,,,,50.719164,-1.880769
2802,,,,40.702677,-73.7889689
2803,,,,40.8324211,-115.7631232
2804,,,,62.32090460000001,-150.1066221
2806,,,,29.246893,-90.66147699999999
2807,,,,36.8689554,-94.36799599999999
2808,,,,10.6549013,-61.50192559999999
2809,,,,48.856614,2.3522219
2810,,,,43.100903,-75.232664
2811,,,,59.578028,-133.689524
2812,,,,41.6524911,-70.2881124
2813,,,,42.88644679999999,-78.8783689
2814,,,,37.7749295,-122.4194155
2815,,,,47.6062095,-122.3320708
2816,,,,41.7641723,-87.7812524
2817,,,,43.610769,3.876716
2818,,,,42.6609026,-77.0538577
2819,,,,61.6606119,-150.7331034
2820,,,,32.761422,-96.8580128
2821,,,,37.4953332,-86.22136139999999
2822,,,,42.3600825,-71.0588801
2824,,,,-1.4191719,-79.4703885
2825,,,,60.8122222,-161.4358333
2826,,,,40.702677,-73.7889689
2828,,,,43.2341813,-86.24839209999999
2829,,,,34.2928774,-91.3378987
2830,,,,41.9242917,-72.6454469
2831,,,,28.7809485,83.7237681
2832,,,,39.4210377,141.1306073
2833,,,,60.5302778,-165.1025
2834,,,,45.8982631,-77.2828772
2835,,,,37.24954,-83.1932284
2836,,,,30.3321838,-81.65565099999999
2837,,,,37.8043637,-122.2711137
2838,,,,-32.9809545,-58.04700080000001
2839,,,,46.857453,2.317307
2840,,,,42.7875235,-86.1089301
2843,,,,25.7616798,-80.1917902
2844,,,,27.7172453,85.3239605
2845,,,,39.9611755,-82.99879419999999
2846,,,,40.2432341,-124.1230133
2847,,,,58.2413954,-134.8946917
2848,,,,29.5957696,-90.71953479999999
2849,,,,34.4480495,-119.242889
2850,,,,52.1332144,-106.6700458
2852,,,,14.7995081,100.6533706
2853,,,,34.0522342,-118.2436849
2854,,,,-14.8619237,-40.8445346
2855,,,,35.8801557,140.3576596
2856,,,,41.8781136,-87.6297982
2857,,,,40.6936488,-89.5889864
2858,,,,35.2270869,-80.8431267
2859,,,,40.702677,-73.7889689
2860,,,,40.7127837,-74.0059413
2862,,,,25.7815621,-100.1875974
2863,,,,59.90020889999999,5.282346899999999
2864,,,,6.144837,-75.375085
2865,,,,37.8671476,-121.6380069
2866,,,,38.0990233,-78.9691923
2868,,,,33.7489954,-84.3879824
2869,,,,45.4215296,-75.69719309999999
2872,,,,40.9263957,-98.3420118
2873,,,,33.5206608,-86.80248999999999
2874,,,,63.87305559999999,-160.7880556
2875,,,,59.7488889,-161.9158333
2876,,,,44.5046445,-114.2317308
2877,,,,26.7153424,-80.0533746
2879,,,,29.5957696,-90.71953479999999
2880,,,,41.8239952,-90.53896619999999
2881,,,,14.6349149,-90.5068824
2882,,,,36.7468422,-119.7725868
2883,,,,39.768403,-86.158068
2884,,,,34.1477829,-119.1951074
2885,,,,47.4408378,7.497537299999999
2886,,,,43.5445959,-96.73110340000001
2887,,,,34.0633443,-117.6508876
2889,,,,40.3211808,-79.37948109999999
2890,,,,-0.8614531,134.0620421
2891,,,,-26.945934,152.714116
2892,,,,42.9633599,-85.6680863
2894,,,,35.2626635,-77.5816353
2896,,,,60.03779709999999,-147.4782755
2897,,,,40.5852602,-105.084423
2898,,,,49.28291720000001,8.1321826
2899,,,,58.98138889999999,-159.0583332
2900,,,,60.7922222,-161.7558333
2901,,,,29.3708857,-100.8958674
2902,,,,-16.9760003,11.6840589
2903,,,,60.7922222,-161.7558333
2904,,,,28.5383355,-81.3792365
2905,,,,38.6270025,-90.19940419999999
2906,,,,41.9027835,12.4963655
2907,,,,29.3013479,-94.7976958
2908,,,,65.56389,-167.91888
2909,,,,-7.2574719,112.7520883
2910,,,,32.984798,-113.3247
2911,,,,43.51962880000001,-114.3153245
2912,,,,52.882509,-1.961633
2913,,,,59.03972219999999,-158.4575
2914,,,,35.1321877,-118.4489739
2915,,,,51.273089,-80.64004899999999
2916,,,,36.5297706,-87.3594528
2917,,,,44.21553919999999,-114.9351998
2918,,,,39.1910983,-106.8175387
2919,,,,52.48624299999999,-1.890401
2920,,,,39.8334528,-74.0829131
2921,,,,38.8764943,-79.9831294
2922,,,,34.8957957,-117.0172826
2924,,,,-8.902356,-38.617031
2925,,,,43.4710944,-89.74429060000001
2926,,,,-2.3062241,-78.1153707
2927,,,,-23.9995019,-46.2614369
2928,,,,-22.2558234,166.4505243
2929,,,,41.6204269,-5.0870986
2930,,,,42.3600825,-71.0588801
2931,,,,38.2526647,-85.7584557
2933,,,,41.5492182,-84.14161469999999
2934,,,,35.9735954,-112.1265569
2935,,,,39.9525839,-75.1652215
2936,,,,59.45833329999999,-135.3138889
2938,,,,60.3722206,-166.2703729
2939,,,,61.7966667,-148.4627778
2940,,,,39.0436045,-106.2633553
2941,,,,59.03972219999999,-158.4575
2942,,,,26.640628,-81.8723084
2943,,,,56.4623308,-5.1759992
2944,,,,63.65152639999999,-148.8162163
2945,,,,32.259704,-110.8882431
2948,,,,61.0680556,-151.1369444
2949,,,,32.7359626,-96.2752569
2950,,,,38.1040864,-122.2566367
2951,,,,19.7663889,-155.1177778
2952,,,,39.7392358,-104.990251
2953,,,,40.7607793,-111.8910474
2954,,,,34.0522342,-118.2436849
2955,,,,47.27985,13.21886
2956,,,,44.27210669999999,9.4067852
2957,,,,66.8383333,-161.0327778
2959,,,,59.03972219999999,-158.4575
2961,,,,4.1513822,-73.63769049999999
2962,,,,-41.4451601,173.0929024
2963,,,,42.6389216,-83.29104679999999
2964,,,,37.27528,-107.8800667
2967,,,,39.9667498,-8.566493099999999
2968,,,,38.7669954,-90.41150569999999
2969,,,,40.5795317,-74.1502007
2971,,,,23.1135925,-82.3665956
2972,,,,59.7488889,-161.9158333
2973,,,,62.19944439999999,-159.7713889
2974,,,,35.0853336,-106.6055534
2975,,,,53.653511,-2.632596
2977,,,,51.5073509,-0.1277583
2978,,,,47.6776832,-116.7804664
2979,,,,38.24935809999999,-122.0399663
2980,,,,51.1708844,0.424726
2981,,,,59.95985940000001,-162.8902926
2982,,,,41.8781136,-87.6297982
2983,,,,43.51962880000001,-114.3153245
2984,,,,26.1224386,-80.13731740000001
2986,,,,39.9525839,-75.1652215
2987,,,,33.8302961,-116.5452921
2988,,,,36.6612387,-80.9239671
2989,,,,33.7489954,-84.3879824
2991,,,,29.7604267,-95.3698028
2992,,,,44.9537029,-93.0899578
2993,,,,41.327451,-110.2929325
2995,,,,39.7392358,-104.990251
2996,,,,40.702677,-73.7889689
2997,,,,37.4137536,-79.14224639999999
2998,,,,40.6421334,-116.9342671
2999,,,,35.0853336,-106.6055534
3000,,,,38.8799697,-77.1067698
3001,,,,61.785,-161.3202778
3002,,,,35.1982836,-111.651302
3003,,,,18.543858,-70.5041816
3004,,,,62.0833455,13.3837135
3005,,,,37.7749295,-122.4194155
3006,,,,41.2411897,-77.00107860000001
3007,,,,57.54,-153.9786111
3008,,,,42.3600825,-71.0588801
3009,,,,35.8801557,140.3576596
3011,,,,39.9583892,-84.17216379999999
3012,,,,40.0149856,-105.2705456
3013,,,,39.0558235,-95.68901849999999
3014,,,,36.522869,-5.8652962
3015,,,,27.3364347,-82.53065269999999
3016,,,,34.014264,-86.0066386
3017,,,,36.385415,-79.959485
3018,,,,18.335361,-64.95340089999999
3019,,,,36.0544445,-112.1401108
3020,,,,-25.2520888,-52.0215415
3021,,,,33.8752935,-117.5664384
3022,,,,59.16972200000001,-153.916389
3023,,,,-6.4824784,-76.3726891
3024,,,,39.2014404,-85.9213796
3027,,,,40.735657,-74.1723667
3029,,,,59.7488889,-161.9158333
3030,,,,26.1224386,-80.13731740000001
3031,,,,35.7454071,-81.6848188
3032,,,,46.7584413,-122.0309409
3033,,,,71.706936,-42.604303
3034,,,,48.5979889,-122.9988219
3035,,,,40.1966701,-100.6248741
3036,,,,42.12922409999999,-80.085059
3037,,,,37.00424539999999,-110.1734785
3038,,,,5.8520355,-55.2038278
3039,,,,60.20249999999999,-154.3127778
3040,,,,42.9903686,1.5421309
3041,,,,46.0340459,-116.4415348
3042,,,,39.768403,-86.158068
3043,,,,0.3475964,32.5825197
3045,,,,27.197548,-80.2528257
3046,,,,37.1067189,-92.5807231
3048,,,,35.4686868,-88.52088250000001
3050,,,,42.331427,-83.0457538
3051,,,,45.3473925,-80.03478299999999
3052,,,,41.8666341,-103.6671662
3053,,,,41.9772281,-87.8367209
3055,,,,37.68717609999999,-97.33005299999999
3056,,,,58.2413954,-134.8946917
3057,,,,26.1224386,-80.13731740000001
3058,,,,-0.0263303,109.3425039
3059,,,,57.79000000000001,-152.4072222
3061,,,,43.552847,7.017369
3062,,,,52.483607,1.042095
3063,,,,70.1319444,-143.6238889
3065,,,,13.4773979,144.7577677
3066,,,,42.4126885,-113.578063
3069,,,,64.5011111,-165.4063889
3070,,,,25.9023168,-80.25032709999999
3071,,,,47.6062095,-122.3320708
3072,,,,61.165,-141.566667
3073,,,,-6.2087634,106.845599
3074,,,,68.1269444,-145.5377777
3075,,,,20.4212271,-98.02879089999999
3076,,,,62.32090460000001,-150.1066221
3077,,,,13.4666808,144.7454685
3078,,,,35.823483,-78.8255621
3079,,,,62.32090460000001,-150.1066221
3081,,,,48.5342662,-123.0171242
3082,,,,36.1699412,-115.1398296
3083,,,,39.076767,-77.6536125
3084,,,,-36.8484597,174.7633315
3086,,,,33.7455731,-117.8678338
3088,,,,41.4730948,-87.0611412
3089,,,,34.637765,-99.3340442
3091,,,,51.9302281,6.0551384
3092,,,,58.68832510000001,-156.661351
3093,,,,60.2188889,-162.0244444
3094,,,,43.5445959,-96.73110340000001
3095,,,,27.2439349,-80.82978279999999
3096,,,,40.7607793,-111.8910474
3097,,,,15.3116253,-89.884423
3098,,,,58.68832510000001,-156.661351
3099,,,,35.2219971,-101.8312969
3100,,,,19.299298,-69.5559162
3101,,,,35.0456297,-85.3096801
3102,,,,44.4454432,-73.099194
3104,,,,15.4894965,-88.0355444
3105,,,,61.1574383,-149.9010502
3106,,,,42.88644679999999,-78.8783689
3107,,,,36.5707838,-119.6120765
3108,,,,60.8669444,-162.2730556
3109,,,,44.2910915,-105.5022205
3111,,,,37.9374939,-107.8122852
3112,,,,37.7781702,-81.1881557
3113,,,,38.8338816,-104.8213634
3114,,,,37.2358078,-121.9623751
3115,,,,51.32431140000001,-130.6709531
3116,,,,38.8422178,-106.1311288
3117,,,,17.4879639,78.54749199999999
3118,,,,64.8377778,-147.7163889
3119,,,,47.7510741,-120.7401386
3120,,,,26.1224386,-80.13731740000001
3122,,,,42.7794417,-96.9292104
3123,,,,-9.975377,-67.8248977
3124,,,,57.79000000000001,-152.4072222
3125,,,,37.2844448,-109.5517877
3127,,,,57.79000000000001,-152.4072222
3128,,,,62.20863379999999,-145.4514817
3129,,,,38.5815719,-121.4943996
3130,,,,10.6544509,-71.7147951
3131,,,,47.902964,1.909251
3132,,,,-0.4616728,-76.99310740000001
3133,,,,70.20019959999999,-148.4597191
3135,,,,40.907282,-77.87555870000001
3136,,,,30.85067,-86.87483999999999
3137,,,,27.7518284,-82.6267345
3138,,,,39.3014455,-106.2623485
3139,,,,59.03972219999999,-158.4575
3140,,,,42.2222614,-83.39659940000001
3141,,,,35.5291589,-113.425491
3142,,,,60.7922222,-161.7558333
3143,,,,37.5881938,-76.4743934
3144,,,,39.548935,-89.294533
3145,,,,60.70683870000001,-161.7623803
3146,,,,33.9533487,-117.3961564
3147,,,,34.0233712,131.5480334
3148,,,,59.3497222,-157.4752777
3149,,,,47.18256,19.0092269
3150,,,,44.6286553,-73.55791479999999
3151,,,,45.8965623,-89.6978166
3152,,,,46.1448942,-115.9779188
3153,,,,44.4267674,26.1025384
3154,,,,51.7612056,-1.2464674
3155,,,,34.5553494,69.207486
3156,,,,43.1945753,8.1338558
3157,,,,19.639994,-155.9969261
3159,,,,14.525556,-75.818333
3160,,,,63.06916889999999,-151.0069842
3161,,,,41.4828144,-87.33281389999999
3163,,,,20.8893351,-156.4729469
3164,,,,-34.6036844,-58.3815591
3165,,,,48.0168468,-116.9838096
3166,,,,60.03779709999999,-147.4782755
3168,,,,27.7518284,-82.6267345
3169,,,,38.6097407,-122.254045
3171,,,,60.55444439999999,-151.2583333
3172,,,,42.5629668,-114.4608711
3173,,,,53.20872809999999,6.6114539
3174,,,,37.00424539999999,-110.1734785
3175,,,,42.331427,-83.0457538
3176,,,,62.32090460000001,-150.1066221
3177,,,,50.1805574,8.7955644
3178,,,,33.7489954,-84.3879824
3179,,,,52.6368778,-1.1397592
3180,,,,15.4650586,-90.38425269999999
3181,,,,-34.9011127,-56.16453139999999
3182,,,,58.19094610000001,-152.3704875
3183,,,,25.7616798,-80.1917902
3184,,,,45.4215296,-75.69719309999999
3185,,,,13.0826802,80.2707184
3186,,,,36.522869,-5.8652962
3187,,,,32.715738,-117.1610838
3188,,,,31.7618778,-106.4850217
3189,,,,60.7922222,-161.7558333
3190,,,,41.8781136,-87.6297982
3191,,,,-0.3368055,-78.5398204
3192,,,,34.0522342,-118.2436849
3193,,,,26.0508406,-98.29789509999999
3194,,,,33.7293882,73.0931461
3195,,,,48.33915,7.8781487
3196,,,,33.4151843,-111.8314724
3197,,,,60.55444439999999,-151.2583333
3198,,,,3.200278,113.9347141
3199,,,,35.1495343,-90.0489801
3200,,,,61.5828109,-159.540714
3201,,,,-18.665695,35.529562
3203,,,,37.9642529,-91.8318334
3204,,,,45.7832856,-108.5006904
3205,,,,33.7489954,-84.3879824
3206,,,,32.2206958,-98.2022633
3207,,,,10.4108545,-67.2746981
3208,,,,43.25002080000001,-79.8660914
3209,,,,21.0933333,-157.0238889
3210,,,,39.1910983,-106.8175387
3211,,,,5.0266667,-66.3991667
3212,,,,25.7616798,-80.1917902
3213,,,,38.0405837,-84.5037164
3214,,,,39.114053,-94.6274636
3215,,,,50.94990869999999,3.1294471
3216,,,,41.8781136,-87.6297982
3217,,,,61.923613,-151.1683574
3218,,,,64.5011111,-165.4063889
3219,,,,64.8377778,-147.7163889
3220,,,,34.5400242,-112.4685025
3222,,,,5.3167,-76.96663
3223,,,,45.391936,0.514774
3224,,,,25.6866142,-100.3161126
3225,,,,26.1224386,-80.13731740000001
3226,,,,42.2047619,-83.4852133
3228,,,,43.4675173,-85.9420013
3229,,,,36.72805830000001,-108.2186856
3230,,,,36.1626638,-86.7816016
3231,,,,38.6631083,-90.5770675
3232,,,,27.950575,-82.4571776
3233,,,,18.1627363,-66.7221187
3234,,,,58.11,-135.4436111
3235,,,,40.996451,15.1258955
3236,,,,3.1,32.6666667
3237,,,,39.768403,-86.158068
3238,,,,4.710988599999999,-74.072092
3239,,,,8.088279100000001,-63.5535552
3240,,,,40.94781580000001,-90.3712395
3241,,,,25.7616798,-80.1917902
3242,,,,60.10416669999999,-149.4422222
3243,,,,37.9514447,-86.76776629999999
3245,,,,39.5296329,-119.8138027
3246,,,,19.7059504,-101.1949825
3247,,,,21.3069444,-157.8583333
3249,,,,34.502587,-84.9510542
3250,,,,-23.4816157,-46.7780451
3251,,,,-12.046374,-77.0427934
3252,,,,45.564601,5.917781
3253,,,,9.1382389,99.3217483
3254,,,,41.3978358,-79.8314437
3255,,,,39.1910983,-106.8175387
3256,,,,40.4894302,-107.2636842
3257,,,,39.011902,-98.4842465
3258,,,,51.27241000000001,0.190898
3259,,,,14.6349149,-90.5068824
3260,,,,62.32090460000001,-150.1066221
3261,,,,42.331427,-83.0457538
3262,,,,20.1010608,-98.7591311
3263,,,,61.923613,-151.1683574
3264,,,,61.7966667,-148.4627778
3265,,,,31.9973456,-102.0779146
3266,,,,53.8007554,-1.5490774
3267,,,,44.977753,-93.2650108
3268,,,,40.2338438,-111.6585337
3269,,,,51.312059,0.032802
3270,,,,-39.2967702,174.0633993
3271,,,,55.5388889,-132.4008332
3273,,,,-1.2920659,36.8219462
3275,,,,31.7765043,35.23018
3276,,,,32.3068054,-86.8177608
3277,,,,55.99025719999999,13.5957692
3278,,,,38.02999670000001,-107.3153335
3280,,,,42.842228,-7.989430800000001
3281,,,,5.6037168,-0.1869644
3282,,,,-10.0664169,-78.1506824
3283,,,,22.1564699,-100.9855409
3284,,,,21.3069444,-157.8583333
3285,,,,38.5200504,-89.9839935
3286,,,,37.729571,-122.372133
3287,,,,42.3600825,-71.0588801
3288,,,,22.700826,114.2480589
3289,,,,41.1587014,-87.29167129999999
3290,,,,64.8377778,-147.7163889
3291,,,,30.56087669999999,-115.9379302
3292,,,,43.0389025,-87.9064736
3293,,,,30.8327022,-83.2784851
3295,,,,44.0121221,-92.4801989
3296,,,,60.77305560000001,-148.6838889
3297,,,,18.335361,-64.95340089999999
3298,,,,42.5584283,-70.880049
3299,,,,43.6187102,-116.2146068
3300,,,,-32.6350182,-62.4831977
3301,,,,50.4279248,7.411474800000001
3302,,,,26.7153424,-80.0533746
3303,,,,38.9135189,-120.0043487
3304,,,,37.2089572,-93.29229889999999
3305,,,,39.4949285,140.4256247
3306,,,,-16.9760003,11.6840589
3307,,,,39.9525839,-75.1652215
3308,,,,37.00424539999999,-110.1734785
3309,,,,39.0638705,-108.5506486
3310,,,,29.7604267,-95.3698028
3311,,,,40.7607793,-111.8910474
3312,,,,39.3292396,-82.1012554
3313,,,,41.4483432,-97.0597019
3314,,,,43.18332350000001,-90.1979016
3315,,,,44.9748785,-116.8629359
3316,,,,30.42130899999999,-87.2169149
3317,,,,41.8781136,-87.6297982
3318,,,,-34.2989771,150.9057337
3319,,,,50.0129908,2.5194905
3320,,,,32.7766642,-96.79698789999999
3321,,,,59.64250000000001,-151.5483333
3322,,,,46.93329550000001,-110.7357707
3323,,,,50.659079,-1.149397
3324,,,,20.8165975,-156.9273193
3325,,,,39.7392358,-104.990251
3326,,,,61.2180556,-149.9002778
3327,,,,30.0444196,31.2357116
3328,,,,62.9532043,-155.5959922
3329,,,,60.5424087,-145.7525414
3330,,,,60.95432469999999,-149.1598983
3331,,,,27.7172453,85.3239605
3332,,,,27.197548,-80.2528257
3334,,,,66.6038889,-160.0069444
3335,,,,39.0997265,-94.5785667
3336,,,,64.5011111,-165.4063889
3337,,,,29.4241219,-98.49362819999999
3338,,,,18.4655394,-66.1057355
3339,,,,31.7618778,-106.4850217
3340,,,,37.7412488,-25.6755944
3341,,,,39.0836712,-84.5085536
3342,,,,41.7910697,-107.2386627
3343,,,,44.574694,-106.8867261
3344,,,,55.84833399999999,-4.493342
3345,,,,34.1898566,-118.451357
3346,,,,51.0486151,-114.0708459
3347,,,,37.6241646,-109.478177
3348,,,,37.4694491,-105.8700214
3349,,,,41.079273,-85.1393513
3350,,,,19.5573493,-99.60675309999999
3351,,,,65.1719444,-152.0788889
3352,,,,51.312059,0.032802
3355,,,,-16.9760003,11.6840589
3356,,,,33.4417915,-94.0376881
3357,,,,40.4555157,-109.5287479
3358,,,,47.4621396,18.9529586
3359,,,,16.2376869,-61.5340424
3360,,,,68.3108333,-162.9313889
3361,,,,47.42715459999999,-92.9376887
3362,,,,42.331427,-83.0457538
3363,,,,-4.0991845,138.9253206
3364,,,,-12.046374,-77.0427934
3365,,,,55.204498,-162.7183867
3366,,,,34.39888380000001,-119.5184564
3367,,,,69.0241667,-163.8572222
3368,,,,11.812367,99.79732709999999
3369,,,,-2.1709979,-79.9223592
3370,,,,55.34222219999999,-131.6461111
3371,,,,-10.43826,-77.49690199999999
3372,,,,-1.6332034,-77.010385
3373,,,,-16.9760003,11.6840589
3374,,,,34.6391501,-120.4579409
3375,,,,47.1810013,15.5686894
3376,,,,34.0522342,-118.2436849
3377,,,,42.3600825,-71.0588801
3378,,,,-5.0524863,-42.8345373
3380,,,,12.9715987,77.5945627
3381,,,,39.9525839,-75.1652215
3382,,,,48.856614,2.3522219
3383,,,,-21.0476815,-49.6789491
3384,,,,32.8998091,-97.0403352
3385,,,,59.32932349999999,18.0685808
3386,,,,48.856614,2.3522219
3387,,,,7.9519331,98.33808839999999
3388,,,,41.8239891,-71.4128343
3389,,,,33.9850469,-118.4694832
3390,,,,62.9886111,-156.0641666
3392,,,,59.07916669999999,-160.275
3393,,,,39.0836712,-84.5085536
3394,,,,35.7873195,139.6583222
3395,,,,33.5206608,-86.80248999999999
3396,,,,41.8781136,-87.6297982
3397,,,,10.391583,-84.4382721
3398,,,,32.7766642,-96.79698789999999
3399,,,,-14.9186136,13.5321234
3401,,,,38.4192496,-82.44515400000002
3402,,,,26.1420358,-81.7948103
3403,,,,66.6038889,-160.0069444
3404,,,,19.639994,-155.9969261
3405,,,,43.16103,-77.6109219
3406,,,,32.4487364,-99.73314390000002
3407,,,,41.8781136,-87.6297982
3408,,,,33.7489954,-84.3879824
3409,,,,42.6827885,-89.0187222
3410,,,,38.7892801,-77.18720359999999
3411,,,,34.3116702,-117.4747722
3412,,,,-23.5505199,-46.63330939999999
3413,,,,42.331427,-83.0457538
3414,,,,19.7807686,-70.6871091
3416,,,,57.0530556,-135.33
3417,,,,46.4083362,-105.8405582
3418,,,,60.7922222,-161.7558333
3419,,,,46.4388267,9.8712089
3420,,,,39.7392358,-104.990251
3421,,,,37.2255593,-107.5981123
3422,,,,27.7172453,85.3239605
3423,,,,32.687646,-83.3465561
3424,,,,24.7063805,-78.0195387
3426,,,,57.5719444,-154.4555556
3427,,,,48.479643,-116.8494592
3428,,,,41.3166168,-110.3843251
3429,,,,16.4769399,-93.9133299
3430,,,,65.698611,-156.3997222
3431,,,,27.197548,-80.2528257
3432,,,,25.5940947,85.1375645
3433,,,,40.79894729999999,-81.378447
3434,,,,24.5550593,-81.7799871
3435,,,,37.27528,-107.8800667
3436,,,,64.99861109999999,-166.6986111
3437,,,,66.0755556,-162.7172222
3438,,,,61.5277778,-165.5863889
3439,,,,59.32932349999999,18.0685808
3440,,,,32.3512601,-95.30106239999999
3441,,,,39.011902,-98.4842465
3442,,,,60.20249999999999,-154.3127778
3444,,,,40.735657,-74.1723667
3446,,,,62.0530556,-163.1658333
3447,,,,58.8122145,-158.5606263
